"id","url","title","content_status","last_error","attempts","next_attempt_at"
"41016","https://www.bloomberg.com/news/articles/2026-09-14/roblox-shares-rise-11-on-new-tools-for-game-developers","Roblox Shares Rise 11% on New Tools for Game Developers","unavailable","http_403","1","2026-09-14 22:30:13.192138+00"
"41017","https://www.bloomberg.com/news/videos/2026-09-14/opinion-anthropic-s-ai-slowdown-isn-t-enough-video","Anthropic’s AI Slowdown Isn’t Enough","unavailable","http_403","1","2026-09-14 22:30:30.609696+00"
"41018","https://www.bloomberg.com/news/articles/2026-09-14/musk-s-xai-resolves-claims-against-apple-over-ai-competition","Musk’s xAI Resolves Claims Against Apple Over AI Competition","unavailable","http_403","1","2026-09-14 22:30:49.789707+00"
"41019","https://www.bloomberg.com/news/articles/2026-09-14/tech-execs-try-to-telegraph-ai-concerns-without-spooking-investors","Sam Altman, Elon Musk, Mark Zuckerberg Share Views on AI Safety and Oversight","unavailable","http_403","1","2026-09-14 22:31:07.671727+00"
"41020","https://www.bloomberg.com/news/videos/2026-09-14/open-interest-9-14-2026-video","AI Slowdown Fears Shake Wall Street","unavailable","http_403","1","2026-09-14 22:31:27.303287+00"
"41301","https://esemanal.mx/2026/09/portenntum-35-anos-convirtiendo-evolucion-tecnologica-en-oportunidades-de-negocio/","Portenntum: 35 años convirtiendo evolución tecnológica en oportunidades de negocio","unavailable","http_403","1","2026-09-14 22:25:41.737707+00"
"41302","https://esemanal.mx/2026/09/epson-fortalece-ecotank-para-ampliar-la-oportunidad-de-impresion-en-el-hogar/","Epson Fortalece EcoTank para ampliar la oportunidad de impresión en el hogar","unavailable","http_403","1","2026-09-14 22:26:13.778089+00"
"41303","https://esemanal.mx/2026/09/marcas-mexicanas-con-calidad-de-exportacion/","Marcas Mexicanas con calidad de exportación","unavailable","http_403","1","2026-09-14 22:26:36.896493+00"
"41304","https://esemanal.mx/2026/09/ec-line-y-cva-abren-oportunidad-para-el-canal-con-la-venta-de-robots/","EC Line y CVA abren oportunidad para el canal con la venta de robots","unavailable","http_403","1","2026-09-14 22:26:57.99313+00"
"41305","https://esemanal.mx/2026/09/open-frame-de-viewsonic/","Open Frame de ViewSonic","unavailable","http_403","1","2026-09-14 22:27:17.814842+00"
"41306","https://esemanal.mx/2026/09/ideacentre-aio-i-de-lenovo/","IdeaCentre AIO i de Lenovo","unavailable","http_403","1","2026-09-14 22:27:35.513405+00"
"41307","https://esemanal.mx/2026/09/14s-de-dell/","14S de Dell","unavailable","http_403","1","2026-09-14 22:27:53.906293+00"
"41308","https://esemanal.mx/2026/09/veeamon-tour-mexico-impulsa-la-confianza-en-datos-e-ia-para-acelerar-la-innovacion-empresarial/","VeeamON Tour México: impulsa la confianza en datos e IA para acelerar la innovación empresarial","unavailable","http_403","1","2026-09-14 22:28:11.042021+00"
"41309","https://esemanal.mx/2026/09/mas-alla-del-onboarding-como-construir-competencias-tecnicas-para-proyectos-de-alto-impacto/","Más allá del onboarding: cómo construir competencias técnicas para proyectos de alto impacto","unavailable","http_403","1","2026-09-14 22:28:28.502771+00"
"41311","https://www.fastcompany.com/91606961/vic-mensa-peels-back-the-cost-of-speaking-up-on-social-media-and-his-viral-orange-tree-video-series","Vic Mensa peels back the cost of speaking up on social media and his popular ‘Orange Tree’ video series","unavailable","http_403","1","2026-09-14 22:25:41.918572+00"
"41312","https://www.fastcompany.com/91607091/oracle-announces-new-layoffs-to-offset-ai-spending","Oracle announces new layoffs to offset AI spending","unavailable","http_403","1","2026-09-14 22:26:13.965008+00"
"41313","https://www.fastcompany.com/91606949/sydney-sweeney-novig-ad-controversy-why-female-athletes-are-mad","Female athletes push back on Sydney Sweeney’s Novig ad for sexualizing women in sports","unavailable","http_403","1","2026-09-14 22:26:37.0119+00"
"41314","https://www.fastcompany.com/91607034/kennedy-center-may-close-tuesday-after-officials-issue-dire-bankruptcy-warning","Kennedy Center may close Tuesday after officials issue dire bankruptcy warning","unavailable","http_403","1","2026-09-14 22:26:58.893367+00"
"41315","https://www.fastcompany.com/91607043/crowdstrike-palo-alto-networks-stock-surge-today-ai-doomsday-fears-jolt-cybersecurity","CrowdStrike, Palo Alto Networks surging today as AI doomsday fears jolt cybersecurity stocks","unavailable","http_403","1","2026-09-14 22:27:17.963283+00"
"41316","https://www.fastcompany.com/91606879/burger-king-closing-stores-list-locations-restaurants-shuttered","Burger King closed dozens of stores last year: See a list of locations where restaurants shuttered","unavailable","http_403","1","2026-09-14 22:27:35.644099+00"
"41317","https://www.fastcompany.com/91606994/sam-altman-dario-amodei-ai-doomsday-comments-we-could-lose-control-openai-anthropic","‘We could lose control’: AI doomsday comments from Sam Altman and Dario Amodei are majorly shaking the internet","unavailable","http_403","1","2026-09-14 22:27:54.046211+00"
"41318","https://www.fastcompany.com/91606889/sweeping-crypto-bill-goes-vote-soon-senate-could-mark-watershed-moment","A sweeping crypto bill goes to a vote soon in the Senate. It could mark a watershed moment for the industry","unavailable","http_403","1","2026-09-14 22:28:11.235628+00"
"41319","https://www.fastcompany.com/91603695/theres-one-week-this-fall-when-homebuyers-could-save-14000-its-almost-here","There’s one week this fall when homebuyers could save $14,000. It’s almost here","unavailable","http_403","1","2026-09-14 22:28:28.680239+00"
"41320","https://www.fastcompany.com/91606896/why-mouthfeel-trending-globally-food-beverage-industry","Why mouthfeel is trending globally in the food and beverage industry","unavailable","http_403","1","2026-09-14 22:28:46.013505+00"
"41932","https://www.techrepublic.com/article/news-openai-ai-slowdown-antitrust-congress/","The AI Slowdown Problem: OpenAI Fears Antitrust Rules Could Get in the Way","unavailable","http_403","1","2026-09-14 22:25:44.470627+00"
"41933","https://www.techrepublic.com/article/news-texas-tiktok-child-safety-liability-ruling/","Texas Judge Finds TikTok Liable for Misleading Parents About Child Safety Controls","unavailable","http_403","1","2026-09-14 22:26:14.785299+00"
"41998","https://www.nytimes.com/2026/09/14/technology/trump-ai-safety-jensen-huang.html","Nvidia’s Jensen Huang Gets Onstage Call From Trump, Who Dismissed A.I. Safety Concerns","unavailable","http_403","1","2026-09-14 22:25:44.57432+00"
"42002","https://www.nytimes.com/2026/09/14/business/amazon-21-air-miami-airport-crash.html","Amazon Suspends Flights With Airline Whose Plane Crashed in Miami","unavailable","http_403","1","2026-09-14 22:26:15.018326+00"
"42038","https://www.wsj.com/tech/openai-buys-startup-developing-smartphone-camera-63590370?mod=rss_Technology","OpenAI Buys Startup Developing Smartphone Camera","unavailable","robots_disallowed","1","2026-09-14 22:25:43.521623+00"
"42039","https://www.wsj.com/tech/personal-tech/ios27-new-siri-sept-14-85416093?mod=rss_Technology","iOS 27 Is Here. It’s Time to Meet the New, Improved Siri.","unavailable","robots_disallowed","1","2026-09-14 22:26:14.915182+00"
"42040","https://www.wsj.com/tech/ai/china-also-thinks-ai-could-kill-us-but-first-it-wants-to-match-the-u-s-5ab6ba31?mod=rss_Technology","China Also Thinks AI Could Kill Us. But First, It Wants to Match the U.S.","unavailable","robots_disallowed","1","2026-09-14 22:26:38.12585+00"
"42058","https://www.wsj.com/opinion/ai-promises-boom-doom-and-both-at-once-ef903ff5?mod=rss_Technology","Opinion | AI Promises Boom, Doom and Both at Once","unavailable","robots_disallowed","1","2026-09-14 22:26:59.158413+00"
"42274","https://www.caymancompass.com/2026/09/14/energy-surge/","Energy surge","unavailable","robots_unavailable_http_403","1","2026-09-14 22:25:44.108098+00"
"42275","https://www.caymancompass.com/2026/09/14/derek-larner-memorial-run-returns-for-third-event/","Derek Larner Memorial Run returns for third event","unavailable","robots_unavailable_http_403","1","2026-09-14 22:26:15.609336+00"
"42406","https://www.contrapunto.com.sv/el-vinilo-no-es-una-moda-para-mi/","El vinilo no es una moda para mí","unavailable","http_403","1","2026-09-14 22:25:45.361918+00"
"42452","https://diariodigitalrd.com/2026/09/14/seis-tendencias-redefiniran-la-forma-de-viajar-en-los-proximos-anos.html/","Seis tendencias redefinirán la forma de viajar en los próximos años","unavailable","http_403","1","2026-09-14 22:25:45.352386+00"
"42453","https://diariodigitalrd.com/2026/09/14/el-libro-memorias-de-ruddy-l-gonzalez.html/","El libro-memorias de Ruddy L. González","unavailable","http_403","1","2026-09-14 22:26:15.735933+00"
"42454","https://diariodigitalrd.com/2026/09/14/tierras-raras-rd-supera-5000-analisis-y-preve-declarar-reservas-en-2027.html/","Tierras raras: RD supera 5,000 análisis y prevé declarar reservas en 2027","unavailable","http_403","1","2026-09-14 22:26:38.682466+00"
"42455","https://diariodigitalrd.com/2026/09/14/dgii-ampliara-scoring-tributario-a-mas-de-200000-pymes.html/","DGII ampliará Scoring Tributario a más de 200,000 pymes","unavailable","http_403","1","2026-09-14 22:26:59.788158+00"
"42456","https://diariodigitalrd.com/2026/09/14/director-de-inabie-comparece-ante-comision-camara-de-diputados.html/","Director de INABIE comparece ante comisión Cámara de Diputados","unavailable","http_403","1","2026-09-14 22:27:19.398455+00"
"42457","https://diariodigitalrd.com/2026/09/14/dga-recupera-rd1652-millones-en-fiscalizaciones-a-importadores-asiaticos.html/","DGA recupera RD$1,652 millones en fiscalizaciones a importadores asiáticos","unavailable","http_403","1","2026-09-14 22:27:36.945846+00"
"42458","https://diariodigitalrd.com/2026/09/14/tribunal-rechaza-pedido-de-extincion-en-caso-calamar.html/","Tribunal rechaza pedido de extinción en caso Calamar","unavailable","http_403","1","2026-09-14 22:27:54.941658+00"
"42459","https://diariodigitalrd.com/2026/09/14/mipymes-piden-suspender-anticipos-del-almuerzo-escolar-y-auditar-adjudicaciones.html/","MIPYMES piden suspender anticipos del Almuerzo Escolar y auditar adjudicaciones","unavailable","http_403","1","2026-09-14 22:28:12.045759+00"
"42460","https://diariodigitalrd.com/2026/09/14/abinader-traslada-temporalmente-la-sede-presidencial-a-santiago.html/","Abinader traslada temporalmente la sede presidencial a Santiago","unavailable","http_403","1","2026-09-14 22:28:29.291692+00"
"42461","https://diariodigitalrd.com/2026/09/14/paquete-economico-de-mexico-para-2027-reduce-optimismo-pero-abre-dudas-sobre-la-deuda.html/","Paquete económico de México para 2027 reduce optimismo y abre dudas sobre la deuda","unavailable","http_403","1","2026-09-14 22:28:47.109542+00"
"42462","https://diariodigitalrd.com/2026/09/14/dncd-incauta-13551-gramos-de-drogas-y-arresta-a-45-en-tres-demarcaciones.html/","DNCD incauta 13,551 gramos de drogas y arresta a 45 en tres demarcaciones","unavailable","http_403","1","2026-09-14 22:29:03.533011+00"
"42463","https://diariodigitalrd.com/2026/09/14/imponen-coercion-acusados-de-trafico-de-migrantes-hacia-puerto-rico.html/","Imponen coerción acusados de tráfico de migrantes hacia Puerto Rico","unavailable","http_403","1","2026-09-14 22:29:20.90192+00"
"42464","https://diariodigitalrd.com/2026/09/14/embajada-de-ee-uu-en-rd-ofrece-servicios-notariales-por-cita-y-cobra-us50.html/","Embajada de EE.UU. en RD ofrece servicios notariales por cita y cobra US$50","unavailable","http_403","1","2026-09-14 22:29:38.32999+00"
"42465","https://diariodigitalrd.com/2026/09/14/empresarios-de-colombia-costa-rica-y-rd-exploran-inversiones-en-pedernales.html/","Empresarios de Colombia, Costa Rica y RD exploran inversiones en Pedernales","unavailable","http_403","1","2026-09-14 22:29:55.584766+00"
"42466","https://diariodigitalrd.com/2026/09/14/pld-pide-conciliacion-para-evitar-subasta-de-bienes-de-la-jce-en-nueva-york.html/","PLD pide conciliación para evitar subasta de bienes de la JCE en Nueva York","unavailable","http_403","1","2026-09-14 22:30:13.399493+00"
"42467","https://diariodigitalrd.com/2026/09/14/embajada-de-italia-lanza-concurso-fotografico-para-dominicanos.html/","Embajada de Italia lanza concurso fotográfico para dominicanos","unavailable","http_403","1","2026-09-14 22:30:31.041686+00"
"42468","https://diariodigitalrd.com/2026/09/14/acofave-exige-cronograma-y-controles-para-la-inspeccion-tecnica-vehicular.html/","ACOFAVE exige cronograma y controles para la Inspección Técnica Vehicular","unavailable","http_403","1","2026-09-14 22:30:49.902597+00"
"42469","https://diariodigitalrd.com/2026/09/14/banco-caribe-y-bandex-amplian-financiamiento-para-las-pymes.html/","Banco Caribe y BANDEX amplían financiamiento para las PYMES","unavailable","http_403","1","2026-09-14 22:31:07.732989+00"
"42470","https://diariodigitalrd.com/2026/09/14/cepal-reunira-en-rd-a-59-estados-para-debatir-desafios-de-la-nueva-era-geopolitica.html/","CEPAL reunirá en RD a 59 Estados para debatir desafíos de la nueva era geopolítica","unavailable","http_403","1","2026-09-14 22:31:27.251764+00"
"42471","https://diariodigitalrd.com/2026/09/14/conflictos-globales-mueven-turistas-y-republica-dominicana-gana.html/","Conflictos globales mueven turistas y República Dominicana gana","unavailable","http_403","1","2026-09-14 22:31:45.598164+00"
"42472","https://diariodigitalrd.com/2026/09/14/demandan-en-eeuu-la-regla-de-carga-publica-por-impacto-en-las-familias-de-inmigrantes.html/","Demandan en EEUU la regla de carga pública por impacto en las familias de inmigrantes","unavailable","http_403","1","2026-09-14 22:32:03.643444+00"
"42473","https://diariodigitalrd.com/2026/09/14/realizan-en-rd-primera-cirugia-de-escoliosis-de-alto-grado-con-o-arm.html/","Realizan en RD primera cirugía de escoliosis de alto grado con O-arm","unavailable","http_403","1","2026-09-14 22:32:20.974024+00"
"42474","https://diariodigitalrd.com/2026/09/14/roger-group-completa-100-sistemas-compactadores-en-65-dias.html/","Roger Group completa 100 sistemas compactadores en 65 días","unavailable","http_403","1","2026-09-14 22:32:40.153272+00"
"42475","https://diariodigitalrd.com/2026/09/14/alertan-en-eeuu-que-ley-de-claridad-limitaria-lucha-contra-fraudes-con-criptomonedas.html/","Alertan en EEUU: Ley de Claridad limitaría lucha contra fraudes con criptomonedas","unavailable","http_403","1","2026-09-14 22:32:58.792002+00"
"42476","https://diariodigitalrd.com/2026/09/14/dc-recorrera-provincias-para-identificar-capacidades-ante-emergencias-y-desastres.html/","DC recorrerá provincias para identificar capacidades ante emergencias y desastres","unavailable","http_403","1","2026-09-14 22:33:17.040245+00"
"42477","https://diariodigitalrd.com/2026/09/14/checho-rosario-gana-terreno-en-el-merengue-con-tramposa.html/","Checho Rosario gana terreno en el merengue con “Tramposa”","unavailable","http_403","1","2026-09-14 22:33:35.251375+00"
"42482","https://diarioelsalvador.com/dedeportes/el-salvador-culmino-como-subcampeon-del-codicader-2026/852895","El Salvador culminó como subcampeón del Codicader 2026","unavailable","http_403","1","2026-09-14 22:25:45.581343+00"
"42484","https://diarioelsalvador.com/dedinero/petroleo-supero-los-109-luego-de-cierre-de-oleoducto-en-arabia-saudita/852865","Petróleo superó los $109 luego de cierre de oleoducto en Arabia Saudita","unavailable","http_403","1","2026-09-14 22:26:39.320911+00"
"42485","https://diarioelsalvador.com/dediversion/jesse-eisenberg-dreno-su-intensidad-emocional-en-the-debut/852884","Jesse Eisenberg drenó su intensidad emocional en «The Debut»","unavailable","http_403","1","2026-09-14 22:26:59.849527+00"
"42487","https://diarioelsalvador.com/deplaneta/la-onu-pide-una-accion-urgente-para-frenar-la-ia-debido-a-los-riesgos-sin-precedentes/852872","La ONU pide una «acción urgente» para frenar la IA debido a los riesgos sin precedentes","unavailable","http_403","1","2026-09-14 22:27:37.002138+00"
"42488","https://diarioelsalvador.com/deplaneta/trump-dice-que-ucrania-y-rusia-aceptaron-cesar-ataques-contra-infraestructuras-energeticas/852866","Trump dice que Ucrania y Rusia aceptaron cesar ataques contra infraestructuras energéticas","unavailable","http_403","1","2026-09-14 22:27:54.991447+00"
"42489","https://diarioelsalvador.com/dedeportes/firpo-esta-para-grandes-cosas-marvin-solano-tecnico-de-los-pamperos/852864","«Firpo está para grandes cosas», Marvin Solano, técnico de los pamperos","unavailable","http_403","1","2026-09-14 22:28:12.039872+00"
"42490","https://diarioelsalvador.com/decomercio/full-home-se-expande-y-abre-su-segunda-tienda-en-san-miguel/852845","Full Home se expande y abre su segunda tienda en San Miguel","unavailable","http_403","1","2026-09-14 22:28:29.320177+00"
"42491","https://diarioelsalvador.com/dedeportes/fox-adquiere-derechos-de-nations-league-y-eliminatorias-mundialistas-de-concacaf/852840","FOX adquiere derechos de Nations League y eliminatorias mundialistas de Concacaf","unavailable","http_403","1","2026-09-14 22:28:47.114505+00"
"42493","https://diarioelsalvador.com/dediversion/oasis-anuncia-una-nueva-gira-mundial-para-2027/852841","Oasis anuncia una nueva gira mundial para 2027","unavailable","http_403","1","2026-09-14 22:29:20.934588+00"
"42496","https://diarioelsalvador.com/deinnovacion/es-posible-desacelerar-el-desarrollo-de-la-ia/852825","¿Es posible desacelerar el desarrollo de la IA?","unavailable","http_403","1","2026-09-14 22:30:13.408968+00"
"43003","https://nowgrenada.com/2026/09/turning-sargassum-into-solutions/","Turning Sargassum into solutions","unavailable","http_403","1","2026-09-14 22:25:47.91251+00"
